Year,Trade openness (share of exports and imports in GDP)
1961,74.2003124051805
1962,77.8495914305886
1963,82.1070690880024
1964,83.6080301512178
1965,89.1749499883306
1966,91.3823678048528
1967,96.3974899588253
1968,97.638421883688
1969,97.5848904258534
1970,97.2382979736226
1971,106.671144333459
1972,109.769228950214
1973,112.940956594206
1974,106.78493337269
1975,107.886475338378
1976,108.524976212563
1977,116.172390095573
1978,120.1421061442
1979,120.675067570016
1980,119.228154414169
1981,119.767975714223
1982,123.127073107293
1983,126.231950993331
1984,125.657097944681
1985,118.424055418914
1986,116.453594795978
1987,116.521627943569
1988,122.159804022123
1989,105.727095349559
1990,105.234963555407
1991,99.9594095858896
1992,90.0402682239078
1993,86.4275694242131
1994,88.1806097283683
1995,94.595171646002
1996,90.955575275056
1997,108.604415150755
1998,101.841039320292
1999,98.9290812021418
2000,91.924729689918
2001,87.5247562062748
2002,91.8357433365272
2003,85.8341715773773
2004,90.997621882032
2005,88.5051288417054
2006,86.3345903777731
2007,95.104589986702
2008,96.7159121477391
2009,86.6859393710739
2010,94.8997961372737
2011,103.545437226138
2012,110.654895698439
2013,122.553891880663
2014,113.884691681173
2015,105.935012194487
2016,96.762391212629
2017,75.6021758092082
2018,79.5077883790274
2019,74.1106151942348
1950,18.7321287674353
1951,24.0912847418281
1952,17.4533615067952
1953,13.9016246253661
1954,16.4019993862743
1955,15.8770393944268
1956,14.1014284401977
1957,13.4192712800663
1958,13.4909388153613
1959,15.5228244356623
1960,14.1153982900373
1961,14.7329173196439
1962,8.95345276800961
1963,18.017371648249
1964,11.9846085117785
1965,13.447681270058
1966,12.8516223663017
1967,11.2879888556974
1968,12.4553491605989
1969,13.3700760296263
1970,14.4714285714286
1971,14.6444444444444
1972,16.1307692307692
1973,16.8526315789474
1974,20.9703703703704
1975,18.2342105263158
1976,16.4152542372881
1977,15.1549450549451
1978,14.5780303030303
1979,16.5668202764977
1980,16.5137614678899
1981,22.2222222222222
1982,10.5263157894737
1983,20.9302325581395
1984,21.4285714285714
1985,19.2842942345924
1986,15.1651651651663
1987,15.6615017878427
1988,16.6507146503318
1989,13.3003974027666
1990,13.5246022953473
1991,16.1693731200195
1992,18.7312680912509
1993,19.0012691026775
1994,18.1247272071247
1995,16.7492474084621
1996,15.6125984976344
1997,16.5710005618698
1998,16.5898710874072
1999,21.1169977553914
2000,22.6830917077308
2001,26.7937648105026
2002,27.7515089421176
2003,28.107825906984
2004,29.678252480336
2005,27.0867952074701
2006,26.0416998853587
2007,25.29261137079
2008,27.2575694195814
2009,22.1059755979903
2010,22.517407401784
2011,23.7016558426572
2012,24.7653050203956
2013,25.5618602904671
2014,24.68540581659
2015,26.9536259376792
2016,24.5336820788448
2017,24.3277137261615
2018,29.3977828407926
2019,28.9766217817296
1970,90.9855519609677
1971,103.415630033929
1972,100.14922276546
1973,107.245668833533
1974,102.264390778581
1975,108.685548635846
1976,112.260592916802
1977,119.098583905939
1978,122.943028392907
1979,129.595820192299
1980,132.59709112854
1981,149.763117995665
1982,153.53424128201
1983,168.080801162552
1984,169.165530612896
1985,184.514659971157
1986,189.824270676296
1987,179.62852330922
1988,197.063360388769
1989,187.935308520147
1990,187.220120668157
1991,190.398798454992
1992,186.187008269539
1993,185.074554467997
1994,199.934832032718
1995,173.551637240705
1996,181.737193846448
1997,183.908045782264
1998,181.031614076345
1999,182.020802295054
2000,182.956058594293
2001,184.074074147747
2002,184.987277394511
2003,185.393258438021
2004,186.19302942988
2005,186.551724110859
2006,187.154989431113
2007,187.43817996915
2008,187.701612907319
2009,188.127853890864
2010,188.47874714836
2011,188.537117924782
2012,188.874421905866
2013,189.092191795836
2014,188.834577342901
2015,188.933730306626
2016,188.953499860062
2017,188.907269180754
2018,188.931499765561
2019,188.930756227256
1970,110.398911774515
1971,109.651106587959
1972,110.606976974019
1973,110.938651800299
1974,107.407690534056
1975,113.474588528828
1976,111.933676529122
1977,110.731522639382
1978,109.494473627648
1979,109.209296221371
1980,105.021035475195
1981,106.85139412715
1982,106.569503039394
1983,107.250212340674
1984,100.953089173353
1985,77.8746921402834
1986,91.577223967515
1987,77.8128382676348
1988,79.0884630233495
1989,81.10885401571
1990,82.8646356000805
1991,89.3761098047341
1992,88.6354947546743
1993,89.3598516277943
1994,83.4540303159038
1995,96.9218289963515
1996,101.191846508316
1997,97.10435333536
1998,90.6343869522992
1999,87.3857529900254
2000,86.2174151019583
2001,90.8835282275435
2002,90.9642243032515
2003,87.9495348602916
2004,83.9888417570531
2005,81.2929093694761
2006,80.8175976185402
2007,79.8961593113047
2008,88.2986483468619
2009,90.6896875608027
2010,95.3715460308378
2011,99.5379308568111
2012,105.640902145257
2013,110.939599535144
2014,102.421001048135
2015,89.8961880934704
2016,87.3198026150174
2017,85.1768601779877
2018,93.8980618259886
2019,108.509658346842
1970,75.1319943019943
1971,75.1303746397694
1972,75.1859074733096
1973,75.0797037037037
1974,75.1255080213904
1975,75.3525122463261
1976,74.7610693069307
1977,75.2629567462879
1978,76.0335032425075
1979,72.9867521950776
1980,76.7686092047614
1981,78.345157811489
1982,74.7404060248854
1983,80.123429460734
1984,85.5185122035932
1985,91.8697837091579
1986,90.150018737091
1987,87.9034307566388
1988,98.2183486286383
1989,101.216579499229
1990,73.8627186604979
1991,66.9515339206968
1992,79.4073470621306
1993,66.2732594710332
1994,72.7006731383817
1995,55.255937916438
1996,85.821407343057
1997,86.4636094239297
1998,77.0453514739229
1999,90.0750312463812
2000,77.745698651373
2001,79.0813478040579
2002,75.2696756847194
2003,79.0140810472216
2004,93.0640538041275
2005,99.7141471631658
2006,111.047522403205
2007,123.609681837021
2008,124.785857456282
2009,92.7361539471094
2010,103.712972084503
2011,117.874517084997
2012,124.535026578598
2013,130.117652228898
2014,130.632432277729
2015,127.025235971558
2016,123.189332435957
2017,130.271660350765
2018,129.1337419823
2019,123.723084753533
1959,56.2043773756182
1960,20.6107016429534
1961,21.2259018647076
1962,21.2611618195158
1963,21.2767340542343
1964,14.2197370536155
1965,16.0747675451434
1966,16.731706907168
1967,18.7180249305414
1968,21.5279406595586
1969,22.2925322984205
1970,21.5703257117284
1971,26.0459978075298
1972,26.715504014483
1973,28.3853595266945
1974,32.973970201677
1975,35.4810318529726
1976,36.3112764076722
1977,37.3571024147276
1978,34.4176282470829
1979,35.5146310117786
1980,38.8318668491875
1981,39.089941650197
1982,41.097692715747
1983,38.428315626622
1984,42.7864712486589
1985,40.9462365591207
1986,37.9608621667811
1987,39.44116821121
1988,38.1288501026463
1989,32.3945349951667
1990,35.4216011368644
1991,33.7969244685243
1992,28.3736634777045
1993,29.6247240617604
1994,39.2283569324305
1995,41.5725239727506
1996,39.5785700846482
1997,38.6795843561839
1998,42.0944009835565
1999,35.2548157803627
2000,35.1229419722402
2001,31.6581708168909
2002,31.3125228521595
2003,30.3682364095017
2004,35.4809436001281
2005,34.1721697680123
2006,35.1065423549315
2007,33.7797172898243
2008,35.3853169808641
2009,40.2959836733473
2010,49.0732385386131
2011,57.4972531034253
2012,61.2386079806314
2013,64.0358513019817
2014,58.8235624937622
2015,59.0891813101662
2016,57.8931727994406
2017,59.2687802020168
2018,60.3032990058049
2019,56.7252602908152
1960,25.5902322547438
1961,27.262831276796
1962,29.1608743062868
1963,21.5379643023702
1964,25.884097371543
1965,22.621975299158
1966,23.5013446598153
1967,22.4354650613157
1968,23.4004725038505
1969,21.5157355738816
1970,22.0640072267726
1971,22.6365907527427
1972,26.8560957506031
1973,24.2570754234619
1974,25.2061252845794
1975,27.6793393590093
1976,29.8096083153758
1977,35.1628190469957
1978,31.7574969624649
1979,38.4346739055793
1980,28.9744997488523
1981,27.4448161283466
1982,33.802261568219
1983,31.9383431170548
1984,31.965695594059
1985,27.5803518999342
1986,29.1866062680166
1987,29.8774287903057
1988,32.1437213469625
1989,29.6321874930381
1990,34.1932104792124
1991,38.5246675287166
1992,37.9947346102198
1993,38.2932785749294
1994,33.556994789873
1995,40.2101134612691
1996,21.6170293642497
1997,24.2813300426505
1998,27.2914240590155
1999,23.5456467658961
2000,29.0314437841339
2001,29.0373667453967
2002,29.7322123485088
2003,34.0953651423962
2004,34.5027161496675
2005,35.1603985963054
2006,42.4313306359264
2007,38.7642700871711
2008,47.2342685517545
2009,35.7998882875953
2010,39.4654245217009
2011,42.9558932016797
2012,43.6654265791755
2013,46.5810885245902
2014,42.9842989484047
2015,35.1549955068845
2016,31.9723344974758
2017,33.9178293394631
2018,37.7325443453342
2019,45.6016751017558
1970,16.6575088017199
1971,16.6565116470302
1972,16.6573796862578
1973,16.6586350793463
1974,16.6535201710418
1975,16.6599837997938
1976,16.6624012671198
1977,16.6381754576772
1978,16.679374686603
1979,16.6696536563607
1980,16.5654980092189
1981,16.8029723913628
1982,16.6404905709525
1983,16.2530310708382
1984,16.6182449162631
1985,15.4331454965688
1986,15.4267666554604
1987,15.927858582288
1988,11.8035937759962
1989,13.2415144305993
1990,10.8413125839185
1991,10.4718077079443
1992,12.4162679426061
1993,42.0699992665754
1994,57.5644087926866
1995,76.6144145743637
1996,69.1615585582624
1997,78.9346319362046
1998,75.6194657696025
1999,94.1768848368197
2000,111.609527413878
2001,113.743635340173
2002,119.693274932213
2003,123.080948681428
2004,134.511598400993
2005,136.831907681436
2006,144.61608557712
2007,138.267859894641
2008,133.320069385538
2009,105.138573090831
2010,113.603766366264
2011,113.581671906539
2012,120.597336701857
2013,129.699679139515
2014,129.612318496726
2015,127.86399846369
2016,126.950009785591
2017,124.787773337391
2018,124.898612200451
2019,123.556523768369
1960,86.2092669494663
1961,79.6709820432591
1962,81.6517946371419
1963,63.9905740696133
1964,65.2203668055418
1965,69.406581209696
1966,64.3525744474824
1967,62.2612504558798
1968,68.1655437180081
1969,66.4369210649083
1970,73.1867716132197
1971,71.3468134428627
1972,72.0753675005833
1973,73.6721175264542
1974,72.7100435888908
1975,73.6094505240857
1976,75.4030089106015
1977,72.664414534732
1978,74.4967193833748
1979,71.9403917303559
1980,65.6205799058169
1981,62.2833713770502
1982,57.6983436820385
1983,55.6779028093048
1984,58.2784270694577
1985,56.2598725335832
1986,48.546336932735
1987,46.9619599152298
1988,52.7175734647605
1989,54.4057195277925
1990,55.3336623647272
1991,51.8239441032315
1992,52.9057954656742
1993,43.2576141577772
1994,48.1817631416033
1995,50.0431243172509
1996,50.7058739120261
1997,48.3179561705429
1998,47.517896895574
1999,46.9389470395154
2000,52.1111462945806
2001,54.8716005075063
2002,49.4151014683417
2003,48.7926055296406
2004,47.686230051997
2005,50.9685648032125
2006,51.947128198212
2007,58.4931759506943
2008,61.9795982561109
2009,47.7725181981599
2010,49.1233224223597
2011,56.936508403188
2012,56.3868584155012
2013,55.6056836498704
2014,55.0649739140018
2015,49.8693437194804
2016,43.2042904675656
2017,41.1899669442148
2018,43.0113824642548
2019,46.0053668755737
1950,40.3015433905165
1951,43.2537371389394
1952,39.3380557265997
1953,38.4746730728319
1954,36.3957617927635
1955,37.5549317733526
1956,38.7226189761137
1957,36.9900974346763
1958,34.2991023610247
1959,34.7414475904963
1960,34.3023722420262
1961,34.9765185798938
1962,34.7890175394675
1963,34.6742222522428
1964,36.3454200758708
1965,36.2534689344247
1966,37.6699080903586
1967,38.5182198304966
1968,40.1338917046185
1969,41.3200752295918
1970,41.0099103350637
1971,40.2130335665435
1972,41.3680208406675
1973,43.8548241659152
1974,47.8118327795535
1975,45.6946277626443
1976,43.9135563354643
1977,45.4022559199223
1978,48.4939137610893
1979,51.8967357853484
1980,53.0737698568848
1981,52.1025741262576
1982,46.6158827969427
1983,46.7088835933124
1984,52.4766984280909
1985,52.8419465348871
1986,53.0651501053871
1987,50.8663917985291
1988,51.3657811368429
1989,50.0666340073171
1990,49.9944644220497
1991,49.2234668475419
1992,52.7380309449972
1993,58.2507961453047
1994,64.3915441455001
1995,69.0617480799547
1996,70.2600734560392
1997,74.3340691522792
1998,78.0804382126165
1999,80.1142344634086
2000,82.7647592243174
2001,78.343670792622
2002,75.7065881205736
2003,69.8398163135676
2004,70.1920521422352
2005,69.7582988062662
2006,68.0508003453151
2007,66.283377734507
2008,67.0235679141313
2009,58.4743918224897
2010,60.2080492278734
2011,62.4987387708328
2012,62.5956859699617
2013,62.2311403303567
2014,64.3786298848362
2015,66.1649353083061
2016,65.3636199818813
2017,65.1010608504649
2018,66.5818530921921
2019,65.4288375184792
1960,166.78317312118
1961,101.305499038807
1962,109.875073261752
1963,130.473062536937
1964,131.519782356741
1965,130.734812614252
1966,114.670024244883
1967,108.872583274747
1968,110.929450335215
1969,118.179333153292
1970,108.57418343725
1971,108.390577174613
1972,108.556082408156
1973,109.002868325581
1974,109.539876228098
1975,107.381512866839
1976,107.472545991816
1977,109.383608703181
1978,111.236797779033
1979,112.224915859466
1980,96.5896960226584
1981,107.927711521821
1982,118.938922409523
1983,120.502743130499
1984,117.165506217575
1985,118.409881137144
1986,105.940588453749
1987,96.757042919568
1988,88.1254701080255
1989,95.2368764170558
1990,98.163578552464
1991,92.7476922127847
1992,96.2843717787969
1993,95.0147529802471
1994,99.1571254569546
1995,95.3090186042914
1996,93.3512605003741
1997,103.257976299995
1998,91.1496899822027
1999,92.0826393474172
2000,100.306509604181
2001,96.8327038413719
2002,107.167555463366
2003,84.9190648372169
2004,89.4141121727906
2005,90.1732956646835
2006,94.2982517950705
2007,102.22399855707
2008,99.984706528679
2009,88.0372978900345
2010,94.4383344772603
2011,99.8490641562485
2012,100.277097125108
2013,95.3391069911037
2014,101.046258644358
2015,104.066088993208
2016,104.191861718845
2017,113.303166502185
2018,117.274673381764
2019,116.214528584647
1970,135.170610075119
1971,135.144514204189
1972,135.11068870779
1973,135.200962757079
1974,135.232197146239
1975,135.164682832826
1976,135.014033867049
1977,134.94156333123
1978,135.652332388108
1979,135.388368262126
1980,134.827115906848
1981,134.260790720897
1982,134.579210347713
1983,139.206178275359
1984,134.068545814323
1985,132.020855779729
1986,131.429163197941
1987,136.171308767502
1988,125.637175403609
1989,120.470016067474
1990,116.662629710181
1991,106.495025970841
1992,106.495020290721
1993,106.495018910183
1994,106.495038642936
1995,106.49500340157
1996,106.495014712657
1997,106.495097681557
1998,106.494897737192
1999,106.495048764065
2000,106.495346572211
2001,106.494297854553
2002,106.495501836193
2003,106.496240091826
2004,106.491151699152
2005,106.499113689287
2006,106.498454870942
2007,106.475886488993
2008,106.522999705114
2009,106.496478413247
2010,106.408181411997
2011,106.664339250345
2012,106.416914535348
2013,106.143290507794
2014,107.432812728867
2015,105.674640325469
2016,105.322418447504
2017,111.301379425419
2018,110.92753437585
2019,109.183777427842
1960,57.4545418936127
1961,62.2516494146587
1962,62.2950694465403
1963,63.7223935893458
1964,69.2528561275068
1965,64.7696433446949
1966,70.8762807890732
1967,73.2009661919139
1968,73.9435170251111
1969,64.9331201275156
1970,73.5008478029764
1971,67.2226952792136
1972,58.7478877442929
1973,65.1049252120572
1974,71.0729370665668
1975,61.0503166354105
1976,51.5134770678408
1977,59.5293038236347
1978,57.3060779000158
1979,57.565506830557
1980,66.3023280829384
1981,58.4431938923167
1982,56.4022587336973
1983,60.7652604196563
1984,58.8956716433622
1985,56.9622621855905
1986,49.6602604520726
1987,49.2125815440061
1988,45.4536189608795
1989,49.7075468294113
1990,45.5751901045026
1991,46.3977405178154
1992,45.8652381426523
1993,42.4916683327082
1994,51.5647392160757
1995,53.6627956937302
1996,50.0891429731686
1997,59.4422309320901
1998,54.2805499338799
1999,45.9492725269605
2000,48.5542969629064
2001,42.2246245090719
2002,38.3912272436732
2003,38.6171701736101
2004,35.3154607671476
2005,36.8394143932583
2006,38.7885987225494
2007,39.7452557964234
2008,36.6979439995519
2009,31.4942442222197
2010,34.4304939708858
2011,34.4756195330341
